idPartido;division;temporada;jornada;matchDate;LocalName;EquipoLocalId;localMarketValue;PuntosClasiLocal;GolesAFavorLocal;GolesEnContraLocal;VisitanteName;EquipoVisitanteId;visitanteMarketValue;PuntosClasiVisitante;GolesAFavorVisitante;GolesEnContraVisitante;golesLocal;golesVisitante;golDiff
510;1;2022-23;5;2022-09-11;Elche;30;-1;1;1;9;Athletic Club;24;-1;7;5;1;1;4;-3
511;1;2022-23;5;2022-09-11;Betis;27;-1;9;7;3;Villarreal;42;-1;10;9;0;1;0;1
512;1;2022-23;5;2022-09-12;Almería;23;-1;4;4;5;Osasuna;35;-1;9;6;3;0;1;-1
513;1;2022-23;6;2022-09-16;Valladolid;41;-1;4;3;10;Cádiz;28;-1;0;0;14;0;1;-1
514;1;2022-23;6;2022-09-17;Athletic Club;24;-1;10;9;2;Rayo Vallecano;36;-1;7;5;5;3;2;1
515;1;2022-23;6;2022-09-17;Barcelona;26;-1;13;15;1;Elche;30;-1;1;2;13;3;0;3
516;1;2022-23;6;2022-09-17;Valencia;40;-1;6;7;5;Celta de Vigo;29;-1;7;8;10;3;0;3
517;1;2022-23;6;2022-09-17;Mallorca;34;-1;5;5;7;Almería;23;-1;4;4;6;1;0;1
518;1;2022-23;6;2022-09-18;Atlético de Madrid;25;-1;10;9;4;Real Madrid;38;-1;15;15;5;1;2;-1
519;1;2022-23;6;2022-09-18;Betis;27;-1;12;8;3;Girona;33;-1;7;6;5;2;1;1
520;1;2022-23;6;2022-09-18;Osasuna;35;-1;12;7;3;Getafe;32;-1;4;4;12;0;2;-2
521;1;2022-23;6;2022-09-18;Real Sociedad;37;-1;7;5;7;Espanyol;31;-1;4;6;10;2;1;1
522;1;2022-23;6;2022-09-18;Villarreal;42;-1;10;9;1;Sevilla;39;-1;4;6;10;1;1;0
523;1;2022-23;7;2022-09-30;Athletic Club;24;-1;13;12;4;Almería;23;-1;4;4;7;4;0;4
524;1;2022-23;7;2022-10-01;Getafe;32;-1;7;6;12;Valladolid;41;-1;4;3;11;2;3;-1
525;1;2022-23;7;2022-10-01;Cádiz;28;-1;3;1;14;Villarreal;42;-1;11;10;2;0;0;0
526;1;2022-23;7;2022-10-01;Sevilla;39;-1;5;7;11;Atlético de Madrid;25;-1;10;10;6;0;2;-2
527;1;2022-23;7;2022-10-01;Mallorca;34;-1;8;6;7;Barcelona;26;-1;16;18;1;0;1;-1
528;1;2022-23;7;2022-10-02;Espanyol;31;-1;4;7;12;Valencia;40;-1;9;10;5;2;2;0
529;1;2022-23;7;2022-10-02;Girona;33;-1;7;7;7;Real Sociedad;37;-1;10;7;8;3;5;-2
530;1;2022-23;7;2022-10-02;Celta de Vigo;29;-1;7;8;13;Betis;27;-1;15;10;4;1;0;1
531;1;2022-23;7;2022-10-02;Real Madrid;38;-1;18;17;6;Osasuna;35;-1;12;7;5;1;1;0
532;1;2022-23;7;2022-10-03;Rayo Vallecano;36;-1;7;7;8;Elche;30;-1;1;2;16;2;1;1
533;1;2022-23;8;2022-10-07;Osasuna;35;-1;13;8;6;Valencia;40;-1;10;12;7;1;2;-1
534;1;2022-23;8;2022-10-08;Atlético de Madrid;25;-1;13;12;6;Girona;33;-1;7;10;12;2;1;1
535;1;2022-23;8;2022-10-08;Getafe;32;-1;7;8;15;Real Madrid;38;-1;19;18;7;0;1;-1
536;1;2022-23;8;2022-10-08;Almería;23;-1;4;4;11;Rayo Vallecano;36;-1;10;9;9;3;1;2
537;1;2022-23;8;2022-10-08;Sevilla;39;-1;5;7;13;Athletic Club;24;-1;16;16;4;1;1;0
538;1;2022-23;8;2022-10-09;Barcelona;26;-1;19;19;1;Celta de Vigo;29;-1;10;9;13;1;0;1
539;1;2022-23;8;2022-10-09;Cádiz;28;-1;4;1;14;Espanyol;31;-1;5;9;14;2;2;0
540;1;2022-23;8;2022-10-09;Real Sociedad;37;-1;13;12;11;Villarreal;42;-1;12;10;2;1;0;1
541;1;2022-23;8;2022-10-09;Valladolid;41;-1;7;6;13;Betis;27;-1;15;10;5;0;0;0
542;1;2022-23;8;2022-10-10;Elche;30;-1;1;3;18;Mallorca;34;-1;8;6;8;1;1;0
543;1;2022-23;9;2022-10-14;Rayo Vallecano;36;-1;10;10;12;Getafe;32;-1;7;8;16;0;0;0
544;1;2022-23;9;2022-10-15;Athletic Club;24;-1;17;17;5;Atlético de Madrid;25;-1;16;14;7;0;1;-1
545;1;2022-23;9;2022-10-15;Mallorca;34;-1;9;7;9;Sevilla;39;-1;6;8;14;0;1;-1
546;1;2022-23;9;2022-10-15;Valencia;40;-1;13;14;8;Elche;30;-1;2;4;19;2;2;0
547;1;2022-23;9;2022-10-15;Girona;33;-1;7;11;14;Cádiz;28;-1;5;3;16;1;1;0
548;1;2022-23;9;2022-10-16;Celta de Vigo;29;-1;10;9;14;Real Sociedad;37;-1;16;13;11;1;2;-1
549;1;2022-23;9;2022-10-16;Espanyol;31;-1;6;11;16;Valladolid;41;-1;8;6;13;1;0;1
550;1;2022-23;9;2022-10-16;Real Madrid;38;-1;22;19;7;Barcelona;26;-1;22;20;1;3;1;2
551;1;2022-23;9;2022-10-16;Betis;27;-1;16;10;5;Almería;23;-1;7;7;12;3;1;2
552;1;2022-23;9;2022-10-17;Villarreal;42;-1;12;10;3;Osasuna;35;-1;13;9;8;2;0;2
553;1;2022-23;10;2022-10-18;Atlético de Madrid;25;-1;19;15;7;Rayo Vallecano;36;-1;11;10;12;1;1;0
554;1;2022-23;10;2022-10-18;Sevilla;39;-1;9;9;14;Valencia;40;-1;14;16;10;1;1;0
555;1;2022-23;10;2022-10-18;Getafe;32;-1;8;8;16;Athletic Club;24;-1;17;17;6;2;2;0
556;1;2022-23;10;2022-10-19;Elche;30;-1;3;6;21;Real Madrid;38;-1;25;22;8;0;3;-3
557;1;2022-23;10;2022-10-19;Cádiz;28;-1;6;4;17;Betis;27;-1;19;13;6;0;0;0
558;1;2022-23;10;2022-10-19;Valladolid;41;-1;8;6;14;Celta de Vigo;29;-1;10;10;16;4;1;3
559;1;2022-23;10;2022-10-19;Real Sociedad;37;-1;19;15;12;Mallorca;34;-1;9;7;10;1;0;1
560;1;2022-23;10;2022-10-20;Barcelona;26;-1;22;21;4;Villarreal;42;-1;15;12;3;3;0;3
561;1;2022-23;10;2022-10-20;Almería;23;-1;7;8;15;Girona;33;-1;8;12;15;3;2;1
562;1;2022-23;10;2022-10-20;Osasuna;35;-1;13;9;10;Espanyol;31;-1;9;12;16;1;0;1
563;1;2022-23;11;2022-10-22;Real Madrid;38;-1;28;25;8;Sevilla;39;-1;10;10;15;3;1;2
564;1;2022-23;11;2022-10-22;Valencia;40;-1;15;17;11;Mallorca;34;-1;9;7;11;1;2;-1
565;1;2022-23;11;2022-10-22;Rayo Vallecano;36;-1;12;11;13;Cádiz;28;-1;7;4;17;5;1;4
566;1;2022-23;11;2022-10-22;Valladolid;41;-1;11;10;15;Real Sociedad;37;-1;22;16;12;1;0;1
567;1;2022-23;11;2022-10-23;Girona;33;-1;8;14;18;Osasuna;35;-1;16;10;10;1;1;0
568;1;2022-23;11;2022-10-23;Barcelona;26;-1;25;24;4;Athletic Club;24;-1;18;19;8;4;0;4
569;1;2022-23;11;2022-10-23;Betis;27;-1;20;13;6;Atlético de Madrid;25;-1;20;16;8;1;2;-1
570;1;2022-23;11;2022-10-23;Espanyol;31;-1;9;12;17;Elche;30;-1;3;6;24;2;2;0
571;1;2022-23;11;2022-10-23;Villarreal;42;-1;15;12;6;Almería;23;-1;10;11;17;2;1;1
572;1;2022-23;11;2022-10-24;Celta de Vigo;29;-1;10;11;20;Getafe;32;-1;9;10;18;1;1;0
573;1;2022-23;12;2022-10-28;Mallorca;34;-1;12;9;12;Espanyol;31;-1;10;14;19;1;1;0
574;1;2022-23;12;2022-10-29;Almería;23;-1;10;12;19;Celta de Vigo;29;-1;11;12;21;3;1;2
575;1;2022-23;12;2022-10-29;Cádiz;28;-1;7;5;22;Atlético de Madrid;25;-1;23;18;9;3;2;1
576;1;2022-23;12;2022-10-29;Valencia;40;-1;15;18;13;Barcelona;26;-1;28;28;4;0;1;-1
577;1;2022-23;12;2022-10-29;Sevilla;39;-1;10;11;18;Rayo Vallecano;36;-1;15;16;14;0;1;-1
578;1;2022-23;12;2022-10-30;Athletic Club;24;-1;18;19;12;Villarreal;42;-1;18;14;7;1;0;1
579;1;2022-23;12;2022-10-30;Osasuna;35;-1;17;11;11;Valladolid;41;-1;14;11;15;2;0;2
580;1;2022-23;12;2022-10-30;Real Sociedad;37;-1;22;16;13;Betis;27;-1;20;14;8;0;2;-2
581;1;2022-23;12;2022-10-30;Real Madrid;38;-1;31;28;9;Girona;33;-1;9;15;19;1;1;0
582;1;2022-23;12;2022-10-31;Elche;30;-1;4;8;26;Getafe;32;-1;10;11;19;0;1;-1
583;1;2022-23;13;2022-11-04;Girona;33;-1;10;16;20;Athletic Club;24;-1;21;20;12;2;1;1
584;1;2022-23;13;2022-11-05;Celta de Vigo;29;-1;11;13;24;Osasuna;35;-1;20;13;11;1;2;-1
585;1;2022-23;13;2022-11-05;Valladolid;41;-1;14;11;17;Elche;30;-1;4;8;27;2;1;1
586;1;2022-23;13;2022-11-05;Getafe;32;-1;13;12;19;Cádiz;28;-1;10;8;24;0;0;0
587;1;2022-23;13;2022-11-05;Barcelona;26;-1;31;29;4;Almería;23;-1;13;15;20;2;0;2
588;1;2022-23;13;2022-11-06;Atlético de Madrid;25;-1;23;20;12;Espanyol;31;-1;11;15;20;1;1;0
589;1;2022-23;13;2022-11-06;Betis;27;-1;23;16;8;Sevilla;39;-1;10;11;19;1;1;0
590;1;2022-23;13;2022-11-06;Real Sociedad;37;-1;22;16;15;Valencia;40;-1;15;18;14;1;1;0
591;1;2022-23;13;2022-11-06;Villarreal;42;-1;18;14;8;Mallorca;34;-1;13;10;13;0;2;-2
592;1;2022-23;13;2022-11-07;Rayo Vallecano;36;-1;18;17;14;Real Madrid;38;-1;32;29;10;3;2;1
593;1;2022-23;14;2022-11-08;Athletic Club;24;-1;21;21;14;Valladolid;41;-1;17;13;18;3;0;3
594;1;2022-23;14;2022-11-08;Elche;30;-1;4;9;29;Girona;33;-1;13;18;21;1;2;-1
595;1;2022-23;14;2022-11-08;Osasuna;35;-1;23;15;12;Barcelona;26;-1;34;31;4;1;2;-1
596;1;2022-23;14;2022-11-09;Espanyol;31;-1;12;16;21;Villarreal;42;-1;18;14;10;0;1;-1
597;1;2022-23;14;2022-11-09;Almería;23;-1;13;15;22;Getafe;32;-1;14;12;19;1;0;1
598;1;2022-23;14;2022-11-09;Mallorca;34;-1;16;12;13;Atlético de Madrid;25;-1;24;21;13;1;0;1
599;1;2022-23;14;2022-11-09;Sevilla;39;-1;11;12;20;Real Sociedad;37;-1;23;17;16;1;2;-1
600;1;2022-23;14;2022-11-10;Valencia;40;-1;16;19;15;Betis;27;-1;24;17;9;3;0;3
601;1;2022-23;14;2022-11-10;Rayo Vallecano;36;-1;21;20;16;Celta de Vigo;29;-1;11;14;26;0;0;0
602;1;2022-23;14;2022-11-10;Real Madrid;38;-1;32;31;13;Cádiz;28;-1;11;8;24;2;1;1
603;1;2022-23;15;2022-12-29;Atlético de Madrid;25;-1;24;21;14;Elche;30;-1;4;10;31;2;0;2
604;1;2022-23;15;2022-12-29;Girona;33;-1;16;20;22;Rayo Vallecano;36;-1;22;20;16;2;2;0
605;1;2022-23;15;2022-12-29;Betis;27;-1;24;17;12;Athletic Club;24;-1;24;24;14;0;0;0
606;1;2022-23;15;2022-12-30;Celta de Vigo;29;-1;12;14;26;Sevilla;39;-1;11;13;22;1;1;0
607;1;2022-23;15;2022-12-30;Getafe;32;-1;14;12;20;Mallorca;34;-1;19;13;13;2;0;2
608;1;2022-23;15;2022-12-30;Valladolid;41;-1;17;13;21;Real Madrid;38;-1;35;33;14;0;2;-2
609;1;2022-23;15;2022-12-30;Cádiz;28;-1;11;9;26;Almería;23;-1;16;16;22;1;1;0
610;1;2022-23;15;2022-12-31;Barcelona;26;-1;37;33;5;Espanyol;31;-1;12;16;22;1;1;0
611;1;2022-23;15;2022-12-31;Real Sociedad;37;-1;26;19;17;Osasuna;35;-1;23;16;14;2;0;2
612;1;2022-23;15;2022-12-31;Villarreal;42;-1;21;15;10;Valencia;40;-1;19;22;15;2;1;1
613;1;2022-23;16;2023-01-06;Elche;30;-1;4;10;33;Celta de Vigo;29;-1;13;15;27;0;1;-1
614;1;2022-23;16;2023-01-06;Valencia;40;-1;19;23;17;Cádiz;28;-1;12;10;27;0;1;-1
615;1;2022-23;16;2023-01-07;Mallorca;34;-1;19;13;15;Valladolid;41;-1;17;13;23;1;0;1
616;1;2022-23;16;2023-01-07;Espanyol;31;-1;13;17;23;Girona;33;-1;17;22;24;2;2;0
617;1;2022-23;16;2023-01-07;Villarreal;42;-1;24;17;11;Real Madrid;38;-1;38;35;14;2;1;1
618;1;2022-23;16;2023-01-08;Atlético de Madrid;25;-1;27;23;14;Barcelona;26;-1;38;34;6;0;1;-1
619;1;2022-23;16;2023-01-08;Almería;23;-1;17;17;23;Real Sociedad;37;-1;29;21;17;0;2;-2
620;1;2022-23;16;2023-01-08;Rayo Vallecano;36;-1;23;22;18;Betis;27;-1;25;17;12;1;2;-1
621;1;2022-23;16;2023-01-08;Sevilla;39;-1;12;14;23;Getafe;32;-1;17;14;20;2;1;1
622;1;2022-23;16;2023-01-09;Athletic Club;24;-1;25;24;14;Osasuna;35;-1;23;16;16;0;0;0
623;1;2022-23;17;2023-01-13;Celta de Vigo;29;-1;16;16;27;Villarreal;42;-1;27;19;12;1;1;0
624;1;2022-23;17;2023-01-14;Girona;33;-1;18;24;26;Sevilla;39;-1;15;16;24;2;1;1
625;1;2022-23;17;2023-01-14;Real Sociedad;37;-1;32;23;17;Athletic Club;24;-1;26;24;14;3;1;2
626;1;2022-23;17;2023-01-14;Osasuna;35;-1;24;16;16;Mallorca;34;-1;22;14;15;1;0;1
627;1;2022-23;17;2023-01-14;Valladolid;41;-1;17;13;24;Rayo Vallecano;36;-1;23;23;20;0;1;-1
628;1;2022-23;17;2023-01-15;Almería;23;-1;17;17;25;Atlético de Madrid;25;-1;27;23;15;1;1;0
629;1;2022-23;17;2023-01-15;Getafe;32;-1;17;15;22;Espanyol;31;-1;14;19;25;1;2;-1
630;1;2022-23;17;2023-01-16;Cádiz;28;-1;15;11;27;Elche;30;-1;4;10;34;1;1;0
631;1;2022-23;17;2023-02-01;Betis;27;-1;28;19;13;Barcelona;26;-1;41;35;6;1;2;-1
632;1;2022-23;17;2023-02-02;Real Madrid;38;-1;38;36;16;Valencia;40;-1;19;23;18;2;0;2
633;1;2022-23;18;2023-01-20;Mallorca;34;-1;22;14;16;Celta de Vigo;29;-1;17;17;28;1;0;1
634;1;2022-23;18;2023-01-21;Atlético de Madrid;25;-1;28;24;16;Valladolid;41;-1;17;13;25;3;0;3
635;1;2022-23;18;2023-01-21;Rayo Vallecano;36;-1;26;24;20;Real Sociedad;37;-1;35;26;18;0;2;-2
636;1;2022-23;18;2023-01-21;Espanyol;31;-1;17;21;26;Betis;27;-1;28;20;15;1;0;1
637;1;2022-23;18;2023-01-21;Sevilla;39;-1;15;17;26;Cádiz;28;-1;16;12;28;1;0;1
638;1;2022-23;18;2023-01-22;Athletic Club;24;-1;26;25;17;Real Madrid;38;-1;41;38;16;0;2;-2
639;1;2022-23;18;2023-01-22;Barcelona;26;-1;44;37;7;Getafe;32;-1;17;16;24;1;0;1
640;1;2022-23;18;2023-01-22;Elche;30;-1;5;11;35;Osasuna;35;-1;27;17;16;1;1;0
641;1;2022-23;18;2023-01-22;Villarreal;42;-1;28;20;13;Girona;33;-1;21;26;27;1;0;1
642;1;2022-23;18;2023-01-23;Valencia;40;-1;19;23;20;Almería;23;-1;18;18;26;2;2;0
643;1;2022-23;19;2023-01-27;Almería;23;-1;19;20;28;Espanyol;31;-1;20;22;26;3;1;2
644;1;2022-23;19;2023-01-28;Cádiz;28;-1;16;12;29;Mallorca;34;-1;25;15;16;2;0;2
645;1;2022-23;19;2023-01-28;Girona;33;-1;21;26;28;Barcelona;26;-1;47;38;7;0;1;-1
646;1;2022-23;19;2023-01-28;Getafe;32;-1;17;16;25;Betis;27;-1;28;20;16;0;1;-1
647;1;2022-23;19;2023-01-28;Sevilla;39;-1;18;18;26;Elche;30;-1;6;12;36;3;0;3
648;1;2022-23;19;2023-01-29;Real Madrid;38;-1;44;40;16;Real Sociedad;37;-1;38;28;18;0;0;0
649;1;2022-23;19;2023-01-29;Celta de Vigo;29;-1;17;17;29;Athletic Club;24;-1;26;25;19;1;0;1
650;1;2022-23;19;2023-01-29;Osasuna;35;-1;28;18;17;Atlético de Madrid;25;-1;31;27;16;0;1;-1
651;1;2022-23;19;2023-01-29;Valladolid;41;-1;17;13;28;Valencia;40;-1;20;25;22;1;0;1
652;1;2022-23;19;2023-01-30;Villarreal;42;-1;31;21;13;Rayo Vallecano;36;-1;26;24;22;0;1;-1
653;1;2022-23;20;2023-02-03;Athletic Club;24;-1;26;25;20;Cádiz;28;-1;19;14;29;4;1;3
654;1;2022-23;20;2023-02-04;Atlético de Madrid;25;-1;34;28;16;Getafe;32;-1;17;16;26;1;1;0
655;1;2022-23;20;2023-02-04;Betis;27;-1;31;21;16;Celta de Vigo;29;-1;20;18;29;3;4;-1
656;1;2022-23;20;2023-02-04;Elche;30;-1;6;12;39;Villarreal;42;-1;31;21;14;3;1;2
657;1;2022-23;20;2023-02-04;Espanyol;31;-1;20;23;29;Osasuna;35;-1;28;18;18;1;1;0
658;1;2022-23;20;2023-02-05;Barcelona;26;-1;50;39;7;Sevilla;39;-1;21;21;26;3;0;3
659;1;2022-23;20;2023-02-05;Mallorca;34;-1;25;15;18;Real Madrid;38;-1;45;40;16;1;0;1
660;1;2022-23;20;2023-02-05;Real Sociedad;37;-1;39;28;18;Valladolid;41;-1;20;14;28;0;1;-1
661;1;2022-23;20;2023-02-05;Girona;33;-1;21;26;29;Valencia;40;-1;20;25;23;1;0;1
662;1;2022-23;20;2023-02-06;Rayo Vallecano;36;-1;29;25;22;Almería;23;-1;22;23;29;2;0;2
663;1;2022-23;21;2023-02-10;Cádiz;28;-1;19;15;33;Girona;33;-1;24;27;29;2;0;2
664;1;2022-23;21;2023-02-11;Almería;23;-1;22;23;31;Betis;27;-1;31;24;20;2;3;-1
665;1;2022-23;21;2023-02-11;Valencia;40;-1;20;25;24;Athletic Club;24;-1;29;29;21;1;2;-1
666;1;2022-23;21;2023-02-11;Sevilla;39;-1;21;21;29;Mallorca;34;-1;28;16;18;2;0;2
667;1;2022-23;21;2023-02-12;Getafe;32;-1;18;17;27;Rayo Vallecano;36;-1;32;27;22;1;1;0
668;1;2022-23;21;2023-02-12;Celta de Vigo;29;-1;23;22;32;Atlético de Madrid;25;-1;35;29;17;0;1;-1
669;1;2022-23;21;2023-02-12;Villarreal;42;-1;31;22;17;Barcelona;26;-1;53;42;7;0;1;-1
670;1;2022-23;21;2023-02-12;Valladolid;41;-1;23;15;28;Osasuna;35;-1;29;19;19;0;0;0
671;1;2022-23;21;2023-02-13;Espanyol;31;-1;21;24;30;Real Sociedad;37;-1;39;28;19;2;3;-1
672;1;2022-23;21;2023-02-15;Real Madrid;38;-1;45;40;17;Elche;30;-1;9;15;40;4;0;4
673;1;2022-23;22;2023-02-17;Girona;33;-1;24;27;31;Almería;23;-1;22;25;34;6;2;4
674;1;2022-23;22;2023-02-18;Betis;27;-1;34;27;22;Valladolid;41;-1;24;15;28;2;1;1
675;1;2022-23;22;2023-02-18;Mallorca;34;-1;28;16;20;Villarreal;42;-1;31;22;18;4;2;2
676;1;2022-23;22;2023-02-18;Osasuna;35;-1;30;19;19;Real Madrid;38;-1;48;44;17;0;2;-2
677;1;2022-23;22;2023-02-18;Real Sociedad;37;-1;42;31;21;Celta de Vigo;29;-1;23;22;33;1;1;0
678;1;2022-23;22;2023-02-19;Barcelona;26;-1;56;43;7;Cádiz;28;-1;22;17;33;2;0;2
679;1;2022-23;22;2023-02-19;Elche;30;-1;9;15;44;Espanyol;31;-1;21;26;33;0;1;-1
680;1;2022-23;22;2023-02-19;Rayo Vallecano;36;-1;33;28;23;Sevilla;39;-1;24;23;29;1;1;0
681;1;2022-23;22;2023-02-19;Atlético de Madrid;25;-1;38;30;17;Athletic Club;24;-1;32;31;22;1;0;1
682;1;2022-23;22;2023-02-20;Getafe;32;-1;19;18;28;Valencia;40;-1;20;26;26;1;0;1
683;1;2022-23;23;2023-02-24;Elche;30;-1;9;15;45;Betis;27;-1;37;29;23;2;3;-1
684;1;2022-23;23;2023-02-25;Cádiz;28;-1;22;17;35;Rayo Vallecano;36;-1;34;29;24;1;0;1
685;1;2022-23;23;2023-02-25;Espanyol;31;-1;24;27;33;Mallorca;34;-1;31;20;22;2;1;1
686;1;2022-23;23;2023-02-25;Real Madrid;38;-1;51;46;17;Atlético de Madrid;25;-1;41;31;17;1;1;0
687;1;2022-23;23;2023-02-25;Valencia;40;-1;20;26;27;Real Sociedad;37;-1;43;32;22;1;0;1
688;1;2022-23;23;2023-02-26;Athletic Club;24;-1;32;31;23;Girona;33;-1;27;33;33;2;3;-1
689;1;2022-23;23;2023-02-26;Celta de Vigo;29;-1;24;23;34;Valladolid;41;-1;24;16;30;3;0;3
690;1;2022-23;23;2023-02-26;Almería;23;-1;22;27;40;Barcelona;26;-1;59;45;7;1;0;1
691;1;2022-23;23;2023-02-26;Sevilla;39;-1;25;24;30;Osasuna;35;-1;30;19;21;2;3;-1
692;1;2022-23;23;2023-02-27;Villarreal;42;-1;31;24;22;Getafe;32;-1;22;19;28;2;1;1
693;1;2022-23;24;2023-03-03;Real Sociedad;37;-1;43;32;23;Cádiz;28;-1;25;18;35;0;0;0
694;1;2022-23;24;2023-03-04;Atlético de Madrid;25;-1;42;32;18;Sevilla;39;-1;25;26;33;6;1;5
695;1;2022-23;24;2023-03-04;Getafe;32;-1;22;20;30;Girona;33;-1;30;36;35;3;2;1
696;1;2022-23;24;2023-03-04;Almería;23;-1;25;28;40;Villarreal;42;-1;34;26;23;0;2;-2
697;1;2022-23;24;2023-03-04;Mallorca;34;-1;31;21;24;Elche;30;-1;9;17;48;0;1;-1
698;1;2022-23;24;2023-03-05;Barcelona;26;-1;59;45;8;Valencia;40;-1;23;27;27;1;0;1
699;1;2022-23;24;2023-03-05;Betis;27;-1;40;32;25;Real Madrid;38;-1;52;47;18;0;0;0
700;1;2022-23;24;2023-03-05;Rayo Vallecano;36;-1;34;29;25;Athletic Club;24;-1;32;33;26;0;0;0
701;1;2022-23;24;2023-03-05;Valladolid;41;-1;24;16;33;Espanyol;31;-1;27;29;34;2;1;1
702;1;2022-23;24;2023-03-06;Osasuna;35;-1;33;22;23;Celta de Vigo;29;-1;27;26;34;0;0;0
703;1;2022-23;25;2023-03-10;Cádiz;28;-1;26;18;35;Getafe;32;-1;25;23;32;2;2;0
704;1;2022-23;25;2023-03-11;Celta de Vigo;29;-1;28;26;34;Rayo Vallecano;36;-1;35;29;25;3;0;3
705;1;2022-23;25;2023-03-11;Elche;30;-1;12;18;48;Valladolid;41;-1;27;18;34;1;1;0
706;1;2022-23;25;2023-03-11;Real Madrid;38;-1;53;47;18;Espanyol;31;-1;27;30;36;3;1;2
707;1;2022-23;25;2023-03-11;Valencia;40;-1;23;27;28;Osasuna;35;-1;34;22;23;1;0;1
708;1;2022-23;25;2023-03-12;Athletic Club;24;-1;33;33;26;Barcelona;26;-1;62;46;8;0;1;-1
709;1;2022-23;25;2023-03-12;Mallorca;34;-1;31;21;25;Real Sociedad;37;-1;44;32;23;1;1;0
710;1;2022-23;25;2023-03-12;Villarreal;42;-1;37;28;23;Betis;27;-1;41;32;25;1;1;0
711;1;2022-23;25;2023-03-12;Sevilla;39;-1;25;27;39;Almería;23;-1;25;28;42;2;1;1
712;1;2022-23;25;2023-03-13;Girona;33;-1;30;38;38;Atlético de Madrid;25;-1;45;38;19;0;1;-1
713;1;2022-23;26;2023-03-17;Valladolid;41;-1;28;19;35;Athletic Club;24;-1;33;33;27;1;3;-2
714;1;2022-23;26;2023-03-18;Atlético de Madrid;25;-1;48;39;19;Valencia;40;-1;26;28;28;3;0;3
715;1;2022-23;26;2023-03-18;Almería;23;-1;25;29;44;Cádiz;28;-1;27;20;37;1;1;0
716;1;2022-23;26;2023-03-18;Espanyol;31;-1;27;31;39;Celta de Vigo;29;-1;31;29;34;1;3;-2
717;1;2022-23;26;2023-03-18;Rayo Vallecano;36;-1;35;29;28;Girona;33;-1;30;38;39;2;2;0
718;1;2022-23;26;2023-03-19;Barcelona;26;-1;65;47;8;Real Madrid;38;-1;56;50;19;2;1;1
719;1;2022-23;26;2023-03-19;Betis;27;-1;42;33;26;Mallorca;34;-1;32;22;26;1;0;1
720;1;2022-23;26;2023-03-19;Getafe;32;-1;26;25;34;Sevilla;39;-1;28;29;40;2;0;2
721;1;2022-23;26;2023-03-19;Osasuna;35;-1;34;22;24;Villarreal;42;-1;38;29;24;0;3;-3
722;1;2022-23;26;2023-03-19;Real Sociedad;37;-1;45;33;24;Elche;30;-1;13;19;49;2;0;2
723;1;2022-23;27;2023-03-31;Mallorca;34;-1;32;22;27;Osasuna;35;-1;34;22;27;0;0;0
724;1;2022-23;27;2023-04-01;Athletic Club;24;-1;36;36;28;Getafe;32;-1;29;27;34;0;0;0
725;1;2022-23;27;2023-04-01;Cádiz;28;-1;28;21;38;Sevilla;39;-1;28;29;42;0;2;-2
726;1;2022-23;27;2023-04-01;Elche;30;-1;13;19;51;Barcelona;26;-1;68;49;9;0;4;-4
727;1;2022-23;27;2023-04-01;Girona;33;-1;31;40;41;Espanyol;31;-1;27;32;42;2;1;1
728;1;2022-23;27;2023-04-02;Atlético de Madrid;25;-1;51;42;19;Betis;27;-1;45;34;26;1;0;1
729;1;2022-23;27;2023-04-02;Real Madrid;38;-1;56;51;21;Valladolid;41;-1;28;20;38;6;0;6
730;1;2022-23;27;2023-04-02;Villarreal;42;-1;41;32;24;Real Sociedad;37;-1;48;35;24;2;0;2
731;1;2022-23;27;2023-04-02;Celta de Vigo;29;-1;34;32;35;Almería;23;-1;26;30;45;2;2;0
732;1;2022-23;27;2023-04-03;Valencia;40;-1;26;28;31;Rayo Vallecano;36;-1;36;31;30;1;1;0
733;1;2022-23;28;2023-04-07;Sevilla;39;-1;31;31;42;Celta de Vigo;29;-1;35;34;37;2;2;0
734;1;2022-23;28;2023-04-08;Real Madrid;38;-1;59;57;21;Villarreal;42;-1;44;34;24;2;3;-1
735;1;2022-23;28;2023-04-08;Espanyol;31;-1;27;33;44;Athletic Club;24;-1;37;36;28;1;2;-1
736;1;2022-23;28;2023-04-08;Osasuna;35;-1;35;22;27;Elche;30;-1;13;19;55;2;1;1
737;1;2022-23;28;2023-04-08;Real Sociedad;37;-1;48;35;26;Getafe;32;-1;30;27;34;2;0;2
738;1;2022-23;28;2023-04-09;Betis;27;-1;45;34;27;Cádiz;28;-1;28;21;40;0;2;-2
739;1;2022-23;28;2023-04-09;Almería;23;-1;27;32;47;Valencia;40;-1;27;29;32;2;1;1
740;1;2022-23;28;2023-04-09;Rayo Vallecano;36;-1;37;32;31;Atlético de Madrid;25;-1;54;43;19;1;2;-1
741;1;2022-23;28;2023-04-09;Valladolid;41;-1;28;20;44;Mallorca;34;-1;33;22;27;3;3;0
742;1;2022-23;28;2023-04-10;Barcelona;26;-1;71;53;9;Girona;33;-1;34;42;42;0;0;0
743;1;2022-23;29;2023-04-14;Rayo Vallecano;36;-1;37;33;33;Osasuna;35;-1;38;24;28;2;1;1
744;1;2022-23;29;2023-04-15;Athletic Club;24;-1;40;38;29;Real Sociedad;37;-1;51;37;26;2;0;2
